qid1	qid2
20838	39978
20838	41844
20838	62975
20838	64202
20838	79641
20838	83393
20838	83674
20838	156510
20840	24612
20840	110138
20843	121168
20849	20850
20849	100728
20849	285919
20850	100728
20850	285919
20854	20855
20860	22435
20860	22436
20860	45756
20860	56022
20860	56023
20860	58575
20860	58576
20860	59391
20860	75652
20860	95926
20860	95927
20860	168095
20860	190775
20860	256489
20860	353996
20863	20864
20863	33076
20863	35612
20863	35613
20863	39091
20863	52025
20863	52026
20863	56507
20863	56508
20863	59859
20863	69809
20863	71530
20863	120473
20863	120717
20863	221723
20863	291557
20863	333641
20863	440196
20864	33076
20864	35612
20864	35613
20864	39091
20864	52025
20864	52026
20864	56507
20864	56508
20864	59859
20864	69809
20864	71530
20864	120473
20864	120717
20864	221723
20864	291557
20864	333641
20864	440196
20867	198806
20868	40917
20868	51721
20868	57817
20868	68309
20868	69992
20868	76319
20868	124625
20868	130065
20868	144682
20868	169354
20868	200489
20868	233674
20868	245414
20868	263823
20868	268627
20868	279647
20868	333228
20868	366466
20868	424208
20868	439826
20870	74639
20870	84651
20870	226341
20870	472398
20871	20872
20877	20878
20879	20880
20889	20890
20889	21010
20889	27218
20889	27219
20889	37682
20889	58590
20889	97966
20889	106959
20889	251452
20890	21010
20890	27218
20890	27219
20890	37682
20890	58590
20890	97966
20890	106959
20890	251452
20893	20894
20895	20896
20899	20900
20899	36968
20899	54202
20899	61819
20899	61820
20899	61946
20899	61947
20899	69793
20899	83003
20899	172672
20899	214655
20899	267154
20900	36968
20900	54202
20900	61819
20900	61820
20900	61946
20900	61947
20900	69793
20900	83003
20900	172672
20900	214655
20900	267154
20903	24959
20905	20906
20905	330104
20906	330104
20911	20912
20911	192848
20912	192848
20915	20916
20919	20920
20923	20924
20923	77001
20924	77001
20925	20926
20929	20930
20929	168775
20930	168775
20931	21506
20931	21507
20931	24396
20931	24397
20931	25851
20931	26094
20931	26095
20931	27437
20931	28305
20931	28646
20931	28647
20931	30722
20931	30947
20931	31229
20931	33922
20931	34952
20931	34953
20931	37653
20931	37893
20931	39841
20931	40354
20931	42017
20931	42548
20931	42549
20931	42810
20931	44023
20931	47990
20931	50405
20931	51586
20931	52837
20931	58690
20931	66153
20931	70681
20931	72173
20931	76908
20931	76909
20931	82330
20931	82631
20931	83750
20931	87432
20931	87792
20931	93259
20931	96905
20931	97339
20931	105409
20931	105410
20931	107009
20931	107298
20931	116125
20931	118352
20931	118353
20931	121960
20931	123394
20931	126311
20931	131788
20931	136469
20931	146824
20931	155005
20931	161694
20931	163227
20931	168740
20931	185894
20931	187155
20931	189654
20931	233069
20931	253438
20931	290657
20931	300073
20931	359989
20931	411536
20931	412601
20931	420663
20931	459439
20931	533192
20940	20941
20940	27662
20940	33422
20940	33632
20940	54686
20940	55578
20940	57248
20940	58861
20940	74355
20940	74660
20940	91705
20940	134014
20940	334145
20940	453495
20941	27662
20941	33422
20941	33632
20941	54686
20941	55578
20941	57248
20941	58861
20941	74355
20941	74660
20941	91705
20941	134014
20941	334145
20941	453495
20948	20949
20948	21355
20948	21356
20948	24570
20948	24571
20948	27899
20948	30388
20948	30389
20948	34654
20948	40353
20948	44704
20948	50277
20948	52883
20948	52884
20948	59657
20948	63417
20948	63418
20948	70550
20948	91408
20948	111726
20948	111727
20948	120515
20948	133351
20948	165744
20948	178234
20948	195751
20948	226437
20948	470401
20948	472920
20948	519783
20949	21355
20949	21356
20949	24570
20949	24571
20949	27899
20949	30388
20949	30389
20949	34654
20949	40353
20949	44704
20949	50277
20949	52883
20949	52884
20949	59657
20949	63417
20949	63418
20949	70550
20949	91408
20949	111726
20949	111727
20949	120515
20949	133351
20949	165744
20949	178234
20949	195751
20949	226437
20949	470401
20949	472920
20949	519783
20956	20957
20956	51753
20956	51754
20956	62840
20956	97615
20956	97616
20956	117292
20956	135079
20956	135080
20956	138190
20956	193928
20956	246855
20956	274434
20957	51753
20957	51754
20957	62840
20957	97615
20957	97616
20957	117292
20957	135079
20957	135080
20957	138190
20957	193928
20957	246855
20957	274434
20958	20959
20961	20962
20967	20968
20971	20972
20971	40225
20971	43274
20971	43275
20971	77136
20971	127934
20971	128130
20971	293536
20971	485099
20972	40225
20972	43274
20972	43275
20972	77136
20972	127934
20972	128130
20972	293536
20972	485099
20973	20974
20975	378141
20978	20979
20986	20987
20986	103065
20986	103066
20987	103065
20987	103066
20988	20989
20988	77525
20988	77526
20988	113621
20989	77525
20989	77526
20989	113621
20992	24607
20992	29104
20992	29105
20992	47949
20992	47950
20992	47977
20992	48171
20992	61477
20992	68909
20992	79558
20992	95350
20992	100321
20992	101737
20992	102535
20992	102536
20992	118915
20992	122585
20992	128021
20992	128022
20992	130570
20992	150015
20992	150648
20992	150649
20992	155947
20992	155948
20992	170910
20992	186966
20992	245591
20992	272831
20992	276725
20992	280380
20992	304867
20992	330072
20992	330073
20992	354059
20992	377825
20992	392205
20992	413133
20992	420304
20992	461239
20992	476213
20992	506904
20992	517898
20992	537464
20997	190471
21009	21693
21009	21807
21009	22064
21009	23355
21009	23908
21009	24142
21009	24734
21009	24735
21009	25911
21009	25984
21009	26639
21009	27208
21009	27209
21009	27636
21009	27851
21009	28270
21009	28271
21009	28559
21009	29359
21009	30021
21009	30022
21009	31645
21009	31646
21009	32854
21009	33359
21009	35301
21009	36435
21009	37916
21009	37921
21009	38296
21009	39445
21009	40046
21009	40752
21009	40753
21009	41716
21009	43898
21009	45446
21009	45447
21009	46237
21009	46902
21009	47300
21009	49696
21009	54444
21009	55435
21009	56440
21009	58173
21009	58460
21009	65637
21009	65693
21009	67403
21009	69108
21009	77414
21009	94496
21009	97623
21009	100795
21009	110821
21009	112330
21009	123387
21009	124704
21009	124705
21009	135284
21009	138229
21009	138287
21009	140327
21009	142825
21009	147595
21009	158000
21009	161013
21009	166501
21009	169735
21009	178040
21009	178041
21009	178686
21009	200163
21009	205967
21009	237297
21009	253622
21009	256632
21009	270268
21009	306595
21009	306596
21009	312536
21009	322141
21009	343976
21009	359479
21009	376998
21009	384744
21009	396726
21009	423010
21009	423210
21009	456661
21009	464913
21009	495742
21009	500448
21009	508539
21010	27218
21010	27219
21010	37682
21010	58590
21010	97966
21010	106959
21010	251452
21013	54675
21013	206408
21013	247881
21013	269391
21013	284311
21015	21016
21017	21018
21025	21026
21025	139634
21025	139635
21025	171011
21026	139634
21026	139635
21026	171011
21030	237520
21033	21034
21046	341714
21046	375787
21047	21048
21047	192024
21047	192623
21047	195331
21047	195332
21048	192024
21048	192623
21048	195331
21048	195332
21053	21054
21061	27660
21061	40101
21061	43527
21061	61581
21061	61757
21061	65966
21061	65967
21061	105828
21061	106246
21061	121115
21061	128532
21061	146879
21061	176546
21061	232271
21061	300168
21061	316967
21061	316968
21062	21063
21062	29088
21062	29089
21062	518680
21063	29088
21063	29089
21063	518680
21066	21067
21066	420263
21066	444354
21067	420263
21067	444354
21076	286127
21076	424423
21086	151930
21086	206897
21087	116564
21093	21094
21099	21100
21102	480560
21109	21110
21109	27350
21110	27350
21111	21112
21115	21116
21115	38338
21115	38339
21115	38450
21115	46706
21115	46707
21115	59404
21115	59942
21115	98865
21115	98866
21115	109843
21115	115805
21115	264296
21116	38338
21116	38339
21116	38450
21116	46706
21116	46707
21116	59404
21116	59942
21116	98865
21116	98866
21116	109843
21116	115805
21116	264296
21117	172391
21117	213926
21117	424861
21119	21120
21119	21483
21119	24353
21119	36474
21119	36475
21119	45988
21119	47460
21119	54721
21119	63917
21119	64378
21119	93943
21119	210735
21119	231446
21120	21483
21120	24353
21120	36474
21120	36475
21120	45988
21120	47460
21120	54721
21120	63917
21120	64378
21120	93943
21120	210735
21120	231446
21121	21122
21131	123201
21138	503855
21138	503856
21139	21140
21141	178052
21153	21154
21153	23752
21153	23753
21153	27456
21153	33695
21153	37121
21153	61676
21153	64009
21153	115735
21153	120201
21153	128315
21153	143891
21153	204613
21153	249357
21153	385556
21154	23752
21154	23753
21154	27456
21154	33695
21154	37121
21154	61676
21154	64009
21154	115735
21154	120201
21154	128315
21154	143891
21154	204613
21154	249357
21154	385556
21155	21156
21157	21158
21157	232258
21157	459377
21158	232258
21158	459377
21159	21160
21161	21162
21165	40864
21165	57826
21165	107899
21172	21173
21172	67197
21172	252110
21172	476852
21173	67197
21173	252110
21173	476852
21185	91033
21198	21199
21198	35040
21198	48300
21198	49402
21198	49403
21198	54772
21198	57002
21198	57356
21198	61456
21198	67069
21198	67070
21198	71676
21198	96254
21198	134638
21198	159729
21198	184054
21198	189611
21198	206377
21199	35040
21199	48300
21199	49402
21199	49403
21199	54772
21199	57002
21199	57356
21199	61456
21199	67069
21199	67070
21199	71676
21199	96254
21199	134638
21199	159729
21199	184054
21199	189611
21199	206377
21200	21201
21200	113941
21200	113942
21200	162326
21200	336433
21201	113941
21201	113942
21201	162326
21201	336433
21204	21205
21204	42203
21204	42204
21204	65530
21204	144197
21204	303535
21204	393389
21205	42203
21205	42204
21205	65530
21205	144197
21205	303535
21205	393389
21208	21209
21210	21211
21210	210706
21211	210706
21212	21213
21214	21215
21214	23468
21214	24712
21214	33193
21214	36690
21214	70553
21214	108029
21215	23468
21215	24712
21215	33193
21215	36690
21215	70553
21215	108029
21216	21217
21221	52640
21221	55996
21231	21232
21231	21512
21231	21513
21231	21920
21231	24131
21231	24330
21231	25852
21231	25853
21231	31006
21231	35239
21231	39228
21231	39229
21231	45535
21231	47792
21231	47793
21231	49223
21231	55083
21231	57558
21231	60914
21231	64318
21231	64319
21231	65400
21231	65401
21231	66626
21231	66627
21231	74247
21231	76194
21231	76441
21231	92145
21231	92946
21231	98155
21231	99421
21231	99695
21231	99696
21231	101916
21231	112180
21231	121882
21231	132417
21231	145009
21231	163985
21231	170110
21231	175335
21231	185972
21231	191931
21231	196596
21231	207735
21231	215538
21231	227843
21231	238442
21231	264164
21231	272073
21231	283669
21231	291994
21231	298995
21231	312050
21231	326377
21231	334462
21231	348276
21231	361687
21231	361688
21231	407394
21231	412447
21231	521282
21232	21512
21232	21513
21232	21920
21232	24131
21232	24330
21232	25852
21232	25853
21232	31006
21232	35239
21232	39228
21232	39229
21232	45535
21232	47792
21232	47793
21232	49223
21232	55083
21232	57558
21232	60914
21232	64318
21232	64319
21232	65400
21232	65401
21232	66626
21232	66627
21232	74247
21232	76194
21232	76441
21232	92145
21232	92946
21232	98155
21232	99421
21232	99695
21232	99696
21232	101916
21232	112180
21232	121882
21232	132417
21232	145009
21232	163985
21232	170110
21232	175335
21232	185972
21232	191931
21232	196596
21232	207735
21232	215538
21232	227843
21232	238442
21232	264164
21232	272073
21232	283669
21232	291994
21232	298995
21232	312050
21232	326377
21232	334462
21232	348276
21232	361687
21232	361688
21232	407394
21232	412447
21232	521282
21237	21238
21239	21240
21241	23222
21241	29392
21241	29393
21241	31711
21241	32800
21241	32801
21241	51281
21241	55734
21241	63765
21241	74289
21241	75531
21241	81454
21243	27405
21243	27406
21243	29373
21243	29374
21243	39223
21243	45349
21243	57107
21243	84535
21243	136136
21243	178178
21243	179678
21243	184643
21243	390962
21245	311155
21251	21252
21265	21266
21265	103382
21266	103382
21273	45495
21273	96666
21273	123225
21273	299852
21274	60813
21274	60814
21274	65234
21274	65235
21274	77174
21274	77175
21274	86476
21274	162318
21274	329924
21279	21280
21279	21380
21279	24548
21279	24549
21279	30057
21279	30058
21279	32160
21279	35034
21279	35035
21279	41015
21279	44946
21279	56726
21279	65422
21279	77743
21279	82816
21279	131214
21279	206231
21279	525128
21280	21380
21280	24548
21280	24549
21280	30057
21280	30058
21280	32160
21280	35034
21280	35035
21280	41015
21280	44946
21280	56726
21280	65422
21280	77743
21280	82816
21280	131214
21280	206231
21280	525128
21281	21282
21285	21286
21285	64379
21285	98929
21285	112676
21285	122152
21285	247885
21286	64379
21286	98929
21286	112676
21286	122152
21286	247885
21287	163698
21287	192308
21290	21291
21290	178454
21291	178454
21306	21307
21308	21309
21310	21311
21317	135229
21317	135230
21318	21319
21322	21323
21322	25926
21322	37683
21322	99061
21323	25926
21323	37683
21323	99061
21324	45068
21324	46039
21324	46040
21324	72976
21324	78471
21324	84881
21324	89058
21324	89059
21324	102609
21324	126186
21324	180256
21324	189696
21324	533489
21338	183742
21338	526376
21339	21340
21339	35177
21339	35178
21339	216895
21339	331742
21340	35177
21340	35178
21340	216895
21340	331742
21341	21342
21341	160401
21342	160401
21351	21352
21351	46244
21351	46245
21352	46244
21352	46245
21355	21356
21355	24570
21355	24571
21355	27899
21355	30388
21355	30389
21355	34654
21355	40353
21355	44704
21355	50277
21355	52883
21355	52884
21355	59657
21355	63417
21355	63418
21355	70550
21355	91408
21355	111726
21355	111727
21355	120515
21355	133351
21355	165744
21355	178234
21355	195751
21355	226437
21355	470401
21355	472920
21355	519783
21356	24570
21356	24571
21356	27899
21356	30388
21356	30389
21356	34654
21356	40353
21356	44704
21356	50277
21356	52883
21356	52884
21356	59657
21356	63417
21356	63418
21356	70550
21356	91408
21356	111726
21356	111727
21356	120515
21356	133351
21356	165744
21356	178234
21356	195751
21356	226437
21356	470401
21356	472920
21356	519783
21367	22110
21367	22111
21367	26256
21367	35398
21367	51796
21367	55075
21367	59796
21367	63061
21367	74200
21367	121062
21367	122477
21367	208854
21367	284132
21367	287593
21367	414061
21367	458288
21367	483011
21368	21369
21368	66466
21369	66466
21372	21373
21374	21712
21374	21713
21374	22873
21374	26053
21374	26054
21374	26184
21374	26185
21374	27517
21374	28236
21374	28639
21374	29331
21374	31868
21374	32032
21374	32200
21374	33412
21374	35498
21374	37698
21374	38315
21374	42108
21374	43745
21374	44331
21374	47020
21374	47485
21374	48053
21374	50856
21374	54749
21374	59367
21374	61018
21374	61999
21374	62000
21374	67545
21374	69550
21374	82345
21374	88660
21374	96383
21374	107900
21374	107901
21374	126808
21374	299458
21374	314002
21374	362592
21375	21376
21375	222366
21375	259309
21376	222366
21376	259309
21377	76553
21377	76554
21377	98368
21377	105881
21377	162629
21377	162630
21377	218908
21377	235650
21377	262539
21377	331232
21377	431254
21380	24548
21380	24549
21380	30057
21380	30058
21380	32160
21380	35034
21380	35035
21380	41015
21380	44946
21380	56726
21380	65422
21380	77743
21380	82816
21380	131214
21380	206231
21380	525128
21383	21384
21393	21394
21393	28818
21393	28819
21393	31894
21393	44078
21393	44079
21393	48228
21393	48521
21393	48522
21393	56706
21393	58696
21393	63380
21393	77272
21393	89640
21393	192087
21393	203725
21393	203726
21393	207717
21393	459179
21394	28818
21394	28819
21394	31894
21394	44078
21394	44079
21394	48228
21394	48521
21394	48522
21394	56706
21394	58696
21394	63380
21394	77272
21394	89640
21394	192087
21394	203725
21394	203726
21394	207717
21394	459179
21395	114117
21395	114118
21395	141225
21395	202398
21395	380773
21397	21398
21397	103647
21397	103648
21397	354935
21398	103647
21398	103648
21398	354935
21399	21400
21399	213270
21400	213270
21401	57539
21401	63681
21401	63682
21401	75665
21401	93283
21401	93284
21401	97973
21401	108331
21401	126989
21401	132419
21401	201311
21401	205972
21401	246105
21401	249008
21401	249009
21401	268373
21401	383839
21401	383840
21401	384993
21401	524905
21406	21407
21416	21417
21416	137727
21417	137727
21418	21419
21421	147428
21421	187951
21426	21427
21430	21431
21438	21439
21438	44789
21438	44790
21438	65604
21438	113414
21438	377917
21439	44789
21439	44790
21439	65604
21439	113414
21439	377917
21446	23013
21446	23014
21446	24717
21446	29354
21446	29608
21446	35448
21446	43372
21446	55598
21446	56613
21446	56614
21446	94881
21446	111430
21446	111431
21446	152202
21446	247322
21446	260780
21446	356383
21447	21448
21447	220922
21447	303571
21447	333664
21447	435066
21448	220922
21448	303571
21448	333664
21448	435066
21457	293094
21457	530692
21458	298825
21458	499012
21469	21470
21469	21797
21469	21798
21469	30277
21469	41063
21469	49699
21469	59487
21469	60105
21469	60106
21469	67666
21469	109189
21469	148008
21469	366342
21470	21797
21470	21798
21470	30277
21470	41063
21470	49699
21470	59487
21470	60105
21470	60106
21470	67666
21470	109189
21470	148008
21470	366342
21483	24353
21483	36474
21483	36475
21483	45988
21483	47460
21483	54721
21483	63917
21483	64378
21483	93943
21483	210735
21483	231446
21484	21485
21484	72065
21484	74251
21484	74252
21484	188852
21484	193889
21484	205008
21484	208938
21484	223391
21484	232494
21484	233902
21484	233903
21484	276913
21485	72065
21485	74251
21485	74252
21485	188852
21485	193889
21485	205008
21485	208938
21485	223391
21485	232494
21485	233902
21485	233903
21485	276913
21490	21491
21490	115463
21490	115464
21491	115463
21491	115464
21492	21493
21500	21501
21500	31431
21500	32295
21500	32296
21500	37165
21500	37166
21500	48303
21500	48304
21500	62705
21500	66595
21500	78783
21500	78784
21500	84030
21500	84031
21500	91242
21500	95333
21500	97264
21500	115593
21500	132688
21500	137499
21500	140487
21500	141910
21500	144766
21500	178521
21500	246359
21500	309529
21500	313111
21501	31431
21501	32295
21501	32296
21501	37165
21501	37166
21501	48303
21501	48304
21501	62705
21501	66595
21501	78783
21501	78784
21501	84030
21501	84031
21501	91242
21501	95333
21501	97264
21501	115593
21501	132688
21501	137499
21501	140487
21501	141910
21501	144766
21501	178521
21501	246359
21501	309529
21501	313111
21506	21507
21506	24396
21506	24397
21506	25851
21506	26094
21506	26095
21506	27437
21506	28305
21506	28646
21506	28647
21506	30722
21506	30947
21506	31229
21506	33922
21506	34952
21506	34953
21506	37653
21506	37893
21506	39841
21506	40354
21506	42017
21506	42548
21506	42549
21506	42810
21506	44023
21506	47990
21506	50405
21506	51586
21506	52837
21506	58690
21506	66153
21506	70681
21506	72173
21506	76908
21506	76909
21506	82330
21506	82631
21506	83750
21506	87432
21506	87792
21506	93259
21506	96905
21506	97339
21506	105409
21506	105410
21506	107009
21506	107298
21506	116125
21506	118352
21506	118353
21506	121960
21506	123394
21506	126311
21506	131788
21506	136469
21506	146824
21506	155005
21506	161694
21506	163227
21506	168740
21506	185894
21506	187155
21506	189654
21506	233069
21506	253438
21506	290657
21506	300073
21506	359989
21506	411536
21506	412601
21506	420663
21506	459439
21506	533192
21507	24396
21507	24397
21507	25851
21507	26094
21507	26095
21507	27437
21507	28305
21507	28646
21507	28647
21507	30722
21507	30947
21507	31229
21507	33922
21507	34952
21507	34953
21507	37653
21507	37893
21507	39841
21507	40354
21507	42017
21507	42548
21507	42549
21507	42810
21507	44023
21507	47990
21507	50405
21507	51586
21507	52837
21507	58690
21507	66153
21507	70681
21507	72173
21507	76908
21507	76909
21507	82330
21507	82631
21507	83750
21507	87432
21507	87792
21507	93259
21507	96905
21507	97339
21507	105409
21507	105410
21507	107009
21507	107298
21507	116125
21507	118352
21507	118353
21507	121960
21507	123394
21507	126311
21507	131788
21507	136469
21507	146824
21507	155005
21507	161694
21507	163227
21507	168740
21507	185894
21507	187155
21507	189654
21507	233069
21507	253438
21507	290657
21507	300073
21507	359989
21507	411536
21507	412601
21507	420663
21507	459439
21507	533192
21510	21511
21510	65993
21510	164324
21510	169296
21511	65993
21511	164324
21511	169296
21512	21513
21512	21920
21512	24131
21512	24330
21512	25852
21512	25853
21512	31006
21512	35239
21512	39228
21512	39229
21512	45535
21512	47792
21512	47793
21512	49223
21512	55083
21512	57558
21512	60914
21512	64318
21512	64319
21512	65400
21512	65401
21512	66626
21512	66627
21512	74247
21512	76194
21512	76441
21512	92145
21512	92946
21512	98155
21512	99421
21512	99695
21512	99696
21512	101916
21512	112180
21512	121882
21512	132417
21512	145009
21512	163985
21512	170110
21512	175335
21512	185972
21512	191931
21512	196596
21512	207735
21512	215538
21512	227843
21512	238442
21512	264164
21512	272073
21512	283669
21512	291994
21512	298995
21512	312050
21512	326377
21512	334462
21512	348276
21512	361687
21512	361688
21512	407394
21512	412447
21512	521282
21513	21920
21513	24131
21513	24330
21513	25852
21513	25853
21513	31006
21513	35239
21513	39228
21513	39229
21513	45535
21513	47792
21513	47793
21513	49223
21513	55083
21513	57558
21513	60914
21513	64318
21513	64319
21513	65400
21513	65401
21513	66626
21513	66627
21513	74247
21513	76194
21513	76441
21513	92145
21513	92946
21513	98155
21513	99421
21513	99695
21513	99696
21513	101916
21513	112180
21513	121882
21513	132417
21513	145009
21513	163985
21513	170110
21513	175335
21513	185972
21513	191931
21513	196596
21513	207735
21513	215538
21513	227843
21513	238442
21513	264164
21513	272073
21513	283669
21513	291994
21513	298995
21513	312050
21513	326377
21513	334462
21513	348276
21513	361687
21513	361688
21513	407394
21513	412447
21513	521282
21521	47140
21524	21525
21524	25106
21524	25107
21524	151373
21524	197644
21524	342917
21524	360657
21524	523654
21525	25106
21525	25107
21525	151373
21525	197644
21525	342917
21525	360657
21525	523654
21528	21529
21528	45462
21528	45463
21528	139680
21528	353557
21529	45462
21529	45463
21529	139680
21529	353557
21532	21533
21535	142211
21535	142212
21535	157413
21536	21537
21536	31193
21536	31194
21536	32831
21536	32832
21536	40886
21536	44780
21536	45957
21536	50591
21536	52459
21536	56405
21536	61683
21536	89659
21536	101963
21536	122984
21536	175082
21536	180821
21536	290859
21536	290860
21536	445269
21537	31193
21537	31194
21537	32831
21537	32832
21537	40886
21537	44780
21537	45957
21537	50591
21537	52459
21537	56405
21537	61683
21537	89659
21537	101963
21537	122984
21537	175082
21537	180821
21537	290859
21537	290860
21537	445269
21545	21546
21547	167470
21547	288578
21547	323488
21548	21549
21548	24272
21548	24390
21548	28885
21548	30055
21548	30056
21548	32924
21548	43043
21548	45623
21548	54267
21548	55843
21548	63316
21548	67393
21548	68126
21548	74665
21548	75894
21548	78586
21548	78670
21548	85451
21548	86109
21548	92551
21548	101414
21548	127016
21548	130098
21548	345782
21548	440457
21548	460160
21549	24272
21549	24390
21549	28885
21549	30055
21549	30056
21549	32924
21549	43043
21549	45623
21549	54267
21549	55843
21549	63316
21549	67393
21549	68126
21549	74665
21549	75894
21549	78586
21549	78670
21549	85451
21549	86109
21549	92551
21549	101414
21549	127016
21549	130098
21549	345782
21549	440457
21549	460160
21550	21551
21550	66654
21550	181377
21551	66654
21551	181377
21552	21553
21552	27734
21552	27735
21552	37382
21552	42069
21552	42070
21552	42155
21552	48556
21552	48557
21552	49345
21552	50579
21552	62717
21552	73455
21552	78236
21552	91796
21552	94107
21552	98237
21552	98238
21552	110747
21552	114739
21552	133742
21552	227400
21552	329104
21552	342293
21552	365956
21553	27734
21553	27735
21553	37382
21553	42069
21553	42070
21553	42155
21553	48556
21553	48557
21553	49345
21553	50579
21553	62717
21553	73455
21553	78236
21553	91796
21553	94107
21553	98237
21553	98238
21553	110747
21553	114739
21553	133742
21553	227400
21553	329104
21553	342293
21553	365956
21554	27314
21554	29371
21554	29372
21554	31167
21554	36350
21554	40432
21554	61435
21554	65254
21554	68425
21554	92545
21554	99019
21555	21556
21555	31953
21555	31954
21555	33250
21555	41449
21555	42649
21555	48725
21555	49040
21555	87051
21555	91611
21555	93492
21555	93493
21555	96077
21555	104968
21555	109190
21555	109401
21555	141870
21555	227550
21555	408640
21555	408641
21556	31953
21556	31954
21556	33250
21556	41449
21556	42649
21556	48725
21556	49040
21556	87051
21556	91611
21556	93492
21556	93493
21556	96077
21556	104968
21556	109190
21556	109401
21556	141870
21556	227550
21556	408640
21556	408641
21557	21558
21557	194452
21558	194452
21563	21564
21569	21570
21571	21572
21571	364236
21572	364236
21573	21574
21573	35786
21573	35787
21573	36668
21573	36669
21573	39648
21573	48942
21573	80588
21573	86695
21573	94040
21573	111085
21573	118831
21573	158630
21573	176250
21573	234882
21573	345024
21573	345025
21574	35786
21574	35787
21574	36668
21574	36669
21574	39648
21574	48942
21574	80588
21574	86695
21574	94040
21574	111085
21574	118831
21574	158630
21574	176250
21574	234882
21574	345024
21574	345025
21579	21580
21579	300639
21579	343097
21579	369137
21579	369138
21580	300639
21580	343097
21580	369137
21580	369138
21581	21582
21592	30544
21592	30545
21592	30765
21592	35065
21592	35066
21592	37046
21592	38520
21592	41039
21592	46330
21592	46715
21592	52331
21592	54117
21592	87477
21592	180892
21592	242190
21592	251425
21592	412437
21592	516927
21594	119033
21599	21600
21602	26700
21602	112572
21602	112573
21602	215627
21603	132679
21603	435702
21612	188398
21612	188399
21612	193018
21613	21614
21613	502223
21614	502223
21615	512004
21619	21620
21625	21626
21625	101259
21625	413650
21626	101259
21626	413650
21629	21630
21631	21632
21633	21634
21633	207077
21633	387569
21634	207077
21634	387569
21635	21636
21635	44861
21635	193426
21636	44861
21636	193426
21641	21642
21641	137979
21642	137979
21643	33521
21643	35359
21643	35360
21643	44306
21643	45521
21643	60277
21643	121868
21646	21647
21646	34751
21646	41053
21646	41054
21646	52743
21646	52744
21646	65722
21646	80619
21646	109504
21646	122694
21646	168520
21647	34751
21647	41053
21647	41054
21647	52743
21647	52744
21647	65722
21647	80619
21647	109504
21647	122694
21647	168520
21650	21651
21652	21653
21652	52475
21652	97755
21652	128726
21653	52475
21653	97755
21653	128726
21661	36357
21661	42091
21661	42092
21661	57994
21661	57995
21661	80219
21661	101152
21661	116927
21661	341342
21662	21663
21662	22099
21662	44346
21662	50270
21662	53404
21662	55149
21662	55150
21662	58672
21662	75211
21662	78756
21662	95146
21662	100513
21662	102345
21662	102346
21662	172795
21662	276497
21662	364917
21663	22099
21663	44346
21663	50270
21663	53404
21663	55149
21663	55150
21663	58672
21663	75211
21663	78756
21663	95146
21663	100513
21663	102345
21663	102346
21663	172795
21663	276497
21663	364917
21664	21665
21666	21667
21670	21671
21670	145873
21670	244459
21671	145873
21671	244459
21674	21675
21674	185226
21675	185226
21678	33633
21678	33634
21678	38592
21678	55347
21678	56941
21678	56942
21678	60580
21678	60581
21678	68856
21678	68962
21678	79403
21678	81887
21678	84081
21678	93405
21678	93406
21678	116443
21678	123300
21678	131253
21678	200239
21683	21684
21689	21690
21689	44623
21690	44623
21691	21692
21691	41965
21691	95342
21691	107530
21691	116099
21691	116100
21691	173667
21691	180407
21692	41965
21692	95342
21692	107530
21692	116099
21692	116100
21692	173667
21692	180407
21693	21807
21693	22064
21693	23355
21693	23908
21693	24142
21693	24734
21693	24735
21693	25911
21693	25984
21693	26639
21693	27208
21693	27209
21693	27636
21693	27851
21693	28270
21693	28271
21693	28559
21693	29359
21693	30021
21693	30022
21693	31645
21693	31646
21693	32854
21693	33359
21693	35301
21693	36435
21693	37916
21693	37921
21693	38296
21693	39445
21693	40046
21693	40752
21693	40753
21693	41716
21693	43898
21693	45446
21693	45447
21693	46237
21693	46902
21693	47300
21693	49696
21693	54444
21693	55435
21693	56440
21693	58173
21693	58460
21693	65637
21693	65693
21693	67403
21693	69108
21693	77414
21693	94496
21693	97623
21693	100795
21693	110821
21693	112330
21693	123387
21693	124704
21693	124705
21693	135284
21693	138229
21693	138287
21693	140327
21693	142825
21693	147595
21693	158000
21693	161013
21693	166501
21693	169735
21693	178040
21693	178041
21693	178686
21693	200163
21693	205967
21693	237297
21693	253622
21693	256632
21693	270268
21693	306595
21693	306596
21693	312536
21693	322141
21693	343976
21693	359479
21693	376998
21693	384744
21693	396726
21693	423010
21693	423210
21693	456661
21693	464913
21693	495742
21693	500448
21693	508539
21698	360029
21706	21707
21706	32789
21706	100625
21706	100626
21706	101384
21706	173822
21706	173823
21706	198950
21706	210025
21706	343255
21706	376448
21706	450344
21706	471000
21707	32789
21707	100625
21707	100626
21707	101384
21707	173822
21707	173823
21707	198950
21707	210025
21707	343255
21707	376448
21707	450344
21707	471000
21708	21709
21710	21711
21710	235527
21711	235527
21712	21713
21712	22873
21712	26053
21712	26054
21712	26184
21712	26185
21712	27517
21712	28236
21712	28639
21712	29331
21712	31868
21712	32032
21712	32200
21712	33412
21712	35498
21712	37698
21712	38315
21712	42108
21712	43745
21712	44331
21712	47020
21712	47485
21712	48053
21712	50856
21712	54749
21712	59367
21712	61018
21712	61999
21712	62000
21712	67545
21712	69550
21712	82345
21712	88660
21712	96383
21712	107900
21712	107901
21712	126808
21712	299458
21712	314002
21712	362592
21713	22873
21713	26053
