qid1	qid2
143553	525625
46471	47480
110919	54546
15413	264198
415535	415536
28132	65109
117900	78463
247826	247827
114781	197972
126223	67409
110651	195098
39601	43500
144396	82022
172750	172751
142830	80841
109969	109970
301537	301538
102817	21996
115596	115597
145914	28722
128944	153352
133578	230992
200007	35739
144763	38541
352995	468444
121251	121252
43756	62590
202855	360297
163223	163224
242566	242567
429072	519275
239724	239725
361216	361217
17100	82022
175189	507766
326876	7236
364063	48654
4398	47383
36481	91500
281529	281530
11797	146547
42330	61419
104373	27436
10329	14695
59742	59743
209563	2481
162711	162712
359096	392009
23547	58371
1874	253752
104692	223262
4991	4992
97280	97281
220010	220011
157839	288142
215538	98155
223939	223940
186212	186213
18393	4945
273357	521298
14362	254812
279385	301080
149623	149624
22679	43753
37653	533192
255632	255633
189819	8801
204509	237731
15340	87551
351360	351361
196747	81043
155896	284619
2250	57732
203658	60975
305640	386010
142830	58485
7840	7841
165698	165699
4507	68431
72620	9826
194830	329525
1376	219753
243296	90024
109087	68363
1977	34547
6054	91972
189245	321368
17711	24779
1024	35446
24438	30835
207885	36059
21807	27208
300073	87792
393189	49718
247839	247840
2711	82022
173694	449900
289050	289051
38359	9072
307326	346188
193889	21485
424271	62590
306459	306460
300217	300218
12214	161013
13049	35414
141022	58835
50844	50845
109489	86872
296000	329491
105261	143452
19629	28601
299340	316982
249772	9620
158311	158312
480863	480864
119394	8115
270982	53250
32391	384799
174690	46135
18393	18394
390461	390462
165064	95017
388876	388877
161691	276550
42615	56332
1309	4628
11373	65109
103383	103384
196691	369073
11501	72698
14893	242190
262167	41978
14490	8510
107021	18172
55633	57789
19523	9038
55681	76431
178040	19139
162422	253448
204839	217296
245698	360022
2438	24735
17711	36860
18818	42036
204525	5715
18841	88678
47578	69033
13513	77345
108124	133158
17727	42586
112180	39229
21807	49696
100296	118059
115718	8324
161465	9566
242280	507003
278706	278707
105882	46919
123128	79227
133852	84258
53632	65109
423210	55435
127457	170982
125133	129580
2264	31646
471045	471046
375777	375778
125560	146508
139755	60504
326908	421264
74656	99661
180905	532251
173497	467836
40230	68373
168899	73732
35643	8454
266448	6741
53730	61575
10796	139755
115165	115166
14302	345014
23908	40046
106343	40261
270059	320311
11264	20607
356537	70342
158772	29566
39634	507843
18377	18378
329369	69308
91228	91229
24710	9350
33980	96437
210090	497886
145013	145110
361907	480398
11423	54065
168170	99601
3999	5247
411524	411525
24735	54444
178749	36776
356935	356936
42034	8040
144396	27331
31645	4447
20011	273851
218403	218404
354364	354365
75798	75799
42397	68470
63451	66525
459712	46478
48228	89640
78462	78463
89904	89905
120403	320
166955	74651
438219	517159
101905	101906
54820	83233
106353	87301
169172	3065
177242	258031
166793	5672
137496	25820
268627	7165
379386	379387
3381	83919
231908	486348
401440	53294
25851	533192
199033	205359
100806	13049
394207	500867
234325	34936
15954	4251
271558	389255
24067	97156
4044	9826
20127	25673
106246	9143
27380	5433
254281	66410
178157	23786
2323	237297
40046	45447
46992	60889
132261	43136
489104	510975
390964	390965
223251	67587
11263	74655
11091	14696
308711	376315
13469	150291
225959	395675
382583	382584
411536	82330
161013	39445
263048	478575
165616	275412
11396	2265
145	23908
225722	225723
203006	24243
112406	112407
248877	338767
343976	7918
315820	41109
114804	38362
328927	328928
127704	127705
204514	297735
418888	43544
204639	44628
16490	169735
11506	198566
407394	92946
17732	17733
128200	83940
4251	46047
133426	80779
22509	233784
200239	56941
10330	57359
247747	326038
114994	95623
376748	376749
368404	418049
107493	131887
117427	65098
24861	28133
145814	188110
47990	52837
112330	140327
348917	84853
415694	415695
278302	297857
317168	43746
198426	198427
14288	69708
103524	103525
31229	412601
14514	372036
11996	51721
166793	43858
254399	254400
113162	173312
49207	5196
147570	25667
398113	398114
146	27208
153352	23356
24142	24735
156332	242347
10160	45456
168465	415623
19199	28133
11521	46731
117775	27186
227703	30476
372719	372720
118849	118850
211489	32252
2508	876
64475	64476
21807	2985
3623	36759
466347	466348
53120	62742
294556	294557
150421	181072
140327	45446
24734	253622
126899	284243
94108	94109
1286	13756
131784	52785
54172	54173
25136	25137
152767	25160
152718	308770
1376	6313
82694	82695
192079	227367
101916	407394
197395	83260
18840	253923
85366	91920
157941	46057
1170	35239
245416	431631
61439	61440
163380	163381
107021	88874
125870	125871
24366	273321
186470	205358
31875	90395
20607	27331
144895	283908
46902	65637
323327	395754
186966	506904
118109	118110
248454	299944
80454	87132
112900	197819
137299	239260
16931	28091
217196	299374
23786	341311
189696	84881
308184	67943
407108	507354
21807	322141
214352	214353
138222	15425
235699	271558
359352	373535
22703	59759
166501	2986
21858	442791
149016	271557
1842	56779
5913	80454
130137	6481
457677	457678
8082	83628
20827	37130
84832	84833
505168	505169
11797	136896
1375	71509
396726	9007
30126	443125
25911	2986
51389	51390
28132	41669
86195	86196
32969	43471
375517	445072
51475	51476
24438	77
15547	80153
34937	36806
1717	966
106771	219424
369536	369537
54575	71528
38046	478537
189819	2892
242280	242281
351689	365733
35414	5359
119759	119760
420178	420179
11588	27209
20948	52884
1474	67852
59960	59961
37233	399641
371642	371643
187700	323292
161291	77032
153098	233389
107183	107184
110710	110711
10330	10563
486065	486066
134971	224686
168466	24092
187155	72173
100238	19628
12241	4550
213798	239116
236832	243330
168816	7071
13323	48099
120283	46985
74098	89119
172224	7722
24438	30621
407036	450453
139275	139276
109342	11287
11317	65602
316619	316620
142831	214553
31517	453482
11588	359479
23014	247322
238959	61326
154456	341522
87132	89546
159419	22396
146824	155005
413050	488962
122111	180115
240469	5664
482189	482190
14670	16814
91120	91121
10839	125846
36746	64048
30263	44375
252687	332935
169735	359479
45246	55865
138756	168651
138134	2711
118603	25721
106997	53632
111050	153283
1215	52933
250980	81836
115710	51088
29504	9667
12524	19032
304097	382604
124932	124933
215538	76441
2712	60263
345782	4264
244430	52609
161797	244036
200489	7165
47792	98155
253534	507547
167579	198962
53542	53543
11996	268627
153067	68233
523872	523873
105828	10730
16685	9072
298706	53172
42398	54381
237942	55702
10567	9917
305731	62435
113723	320771
102167	25606
114631	70018
14695	62432
20190	56331
106451	3062
101260	5358
385289	385290
12397	61179
16167	42592
16552	65764
302893	83496
66627	6804
334093	334094
136576	89612
348571	378294
341952	7057
125964	184390
132113	41576
239736	8074
140605	140606
10566	46832
52837	7295
29063	49877
46902	97623
125685	232725
531160	531161
303599	374389
47977	79558
51663	80779
128118	68854
111301	41598
185692	69975
61435	99019
25948	344165
14811	82436
35931	43784
27331	38362
12525	33176
171330	171331
320118	436351
11264	144396
391744	391745
19329	500448
313417	313418
25695	57298
418449	418450
287273	87289
116125	160
173360	222350
36742	36743
333881	76110
146408	146721
198566	28443
69708	98452
168350	385586
130076	87550
308201	308202
173875	218645
234257	294898
4475	69707
4899	61100
15115	7059
146573	237043
22698	25202
188241	49564
10042	486797
263312	90025
102110	133193
2508	56332
12132	52837
19254	24472
122055	32257
16705	22767
29105	9189
12441	330191
27460	486893
237498	80428
10329	69079
109197	109198
636	7319
10813	17729
260268	446891
331806	331807
56142	56143
68500	70709
254812	40229
30048	55922
100449	100450
273783	393760
267026	57174
386630	386631
279710	53195
6037	6038
445857	507497
322048	348034
120815	379499
460074	460075
462914	462915
249831	278104
47818	9827
156831	43167
14720	237631
90931	90932
111204	50912
117497	4433
334316	373569
331697	331698
109328	27060
418888	68431
430696	97497
292000	401199
23890	55880
25017	62735
259519	43784
349299	352995
288818	61869
193012	72329
129321	98803
22767	242167
24142	4052
3999	60277
530919	530920
199573	273465
222656	222657
118125	41598
14314	31992
23018	87978
368858	453302
11070	371334
154775	167916
115513	315242
190638	254770
328420	35855
482853	520349
18893	71089
147932	46424
21009	500448
107663	55853
241268	241269
1405	61218
119238	491358
207563	57419
31172	33502
294931	294932
268900	29876
325734	71673
38384	98110
198156	66795
14618	14619
453427	54095
181673	78441
29677	29678
138229	46902
174676	174677
197285	7034
103063	135228
104567	161797
27456	3875
43544	43784
39841	51586
174069	429220
10564	240469
328589	328590
331448	78273
119088	15414
41876	41877
102145	125244
532923	532924
10563	11092
173729	196073
375594	444435
13513	84698
1933	2438
75590	75591
16463	43724
386033	386034
52933	82970
321308	64272
218581	218582
107375	176737
145570	273134
127437	290202
140844	254880
447979	8692
129948	23669
92260	92261
16782	318621
178171	514817
160026	93787
69886	87932
215357	260529
45091	47413
176811	86746
233781	233782
396249	396250
182382	185260
241138	241139
138873	52581
145110	3062
123970	52610
2605	52837
19145	60896
18364	6700
329473	54513
27209	312536
11887	11888
39426	57359
348455	64429
356099	377234
55848	55849
176136	319726
239187	42659
35512	401890
132586	4071
3794	7446
111223	111224
5358	67303
19139	464913
198204	198205
140328	16667
386010	4044
30139	470754
38362	9827
305830	45116
149376	53693
291994	407394
44565	82890
14287	47724
104249	69250
2322	46902
2892	4250
200692	88875
28133	41669
281699	429924
294401	6395
113742	33981
49696	94496
10336	184379
148351	148352
129312	456853
236832	389697
144754	187645
108780	70760
17456	4044
342198	441858
182091	78782
342801	494727
182212	22267
12252	40046
264821	93483
33833	91414
32168	32169
196596	47793
145902	184855
289241	374839
160823	392057
168854	37695
181252	428862
5912	72492
335118	380290
18954	4051
30939	392470
152384	71576
192087	77272
20849	285919
19139	1934
106408	123658
101999	98263
361688	92946
147842	332
16052	327594
356165	61881
24793	5123
141988	465014
134892	54836
28942	30449
290099	86589
386301	77907
111905	60504
21579	369137
407036	55061
303075	383024
178406	202051
517898	9190
101575	131726
4398	481320
132951	205510
16457	34183
387031	387032
14361	15733
110821	456661
65401	98155
5043	66626
168893	32503
119132	24049
146	30021
385601	45452
12023	68964
294342	294343
259260	259261
368515	93417
222986	249471
225292	225293
222277	480356
292009	292010
233674	68309
136433	259985
116117	32766
211333	305020
112330	26639
408229	97260
4781	54608
104860	87072
31303	31304
146261	179345
266383	30507
137496	3595
220372	220373
19435	274946
22041	23108
11263	82022
65693	69108
134270	134271
33339	8353
103541	60645
273264	495173
170016	170017
205414	317750
279843	279844
423276	423277
15954	161554
27078	83746
11091	41484
158036	27132
194720	215866
321532	321533
112330	6802
122312	178347
35961	401440
162537	363449
118125	43544
71508	71509
1011	10858
63451	63452
17159	66465
30919	38385
33833	358637
14850	348455
121746	532121
494810	494811
20414	222569
124625	279647
395381	66256
107752	495713
366466	5166
110947	33118
4507	9171
49625	49626
18918	79487
147352	507589
109744	198379
10215	1934
28942	377215
432393	432394
145103	22396
124704	29359
13689	89196
425450	425451
337903	4114
135605	186640
115923	160244
12304	12525
158588	29506
141154	72550
129491	54063
11264	3795
14553	14554
156759	39890
130481	331
30047	52182
265860	333402
330192	97567
20305	259979
411418	411419
174735	403187
387400	498200
10472	59997
13068	184855
187286	26547
205972	384993
331077	331078
139505	279600
37916	94496
21115	46707
407036	9171
278524	278525
326725	92783
283113	283114
240469	2675
338723	338724
160713	444999
370541	370542
11413	98731
111085	36669
63902	63934
194560	76215
7343	74224
334292	334293
39332	54786
40753	58460
233784	358637
44317	7445
412594	412595
370999	371000
192071	464793
20168	407789
205967	69108
5913	76936
121509	3596
35229	46876
100843	83628
10563	55530
290657	42017
128021	280380
116956	49485
74225	74226
145013	3061
14229	260654
103979	263087
23355	384744
227601	88319
191240	9487
155287	38573
106348	400982
106141	984
21232	9932
107492	14999
305582	98264
4447	508539
4243	8660
68172	68173
100795	1286
138134	5359
229050	37164
268373	524905
450254	68233
104979	2684
450912	55300
44402	44403
196596	5044
10825	10826
163313	423280
23559	23560
276624	276625
5434	78416
139501	407813
1171	264164
23696	38050
187488	255368
240163	2929
183145	183146
189889	35937
242154	89547
10235	202026
204744	530644
165744	24570
300562	97156
1320	56363
11797	197922
131788	82330
23300	6317
161013	37921
10062	26625
100533	43636
76696	82023
175922	175923
225175	8983
24491	77228
5663	6001
470528	470529
33047	33048
126003	264858
279385	356099
102417	4702
18172	24472
114729	360924
164376	412905
452013	452014
38959	53375
495162	495163
378492	378493
234498	287411
62415	87949
27082	35414
98471	98472
461319	461320
244597	67280
22624	22625
311540	86451
121510	204525
296783	296784
187615	75401
359	360
450694	450695
416711	511375
328239	328240
200502	450912
101857	169053
216679	216680
3614	97604
173937	371144
248785	516309
2559	7016
383985	57238
429554	65173
120893	59967
2025	323656
101576	23356
122984	445269
126311	28647
17456	5715
16725	3111
103069	64026
12515	86107
79388	89936
230460	523083
179523	339158
20010	68431
414054	414055
12131	1449
35364	356099
41128	69094
468156	468157
193015	7109
112965	112966
33632	8866
276395	63904
10248	97623
22361	49500
64412	64413
24142	55435
349589	356099
202	43372
229179	30835
354504	354505
143341	324985
25994	82436
17456	7446
381019	381020
435246	58819
307074	307075
375365	375366
2712	38362
1070	59922
3795	44317
11591	52873
145012	60125
10495	6542
279243	280111
137072	381309
314220	67900
12591	42549
23204	36058
216628	448087
115989	305731
219475	245417
91818	91819
54020	8239
107492	23215
245174	388892
445648	501714
199389	44
15730	185972
109791	6069
24242	242583
14318	50822
134566	134567
210374	482174
225946	225947
19329	25984
100703	66465
160	3664
251425	41039
352011	352012
274946	72639
194816	417331
305057	305058
176459	517961
261990	279325
147595	9006
353388	353389
319433	67118
50979	50980
194921	74158
233616	64177
10630	56511
11034	29399
408137	408138
17100	2712
13789	219573
119238	84258
100371	34685
12216	18275
55633	89677
11521	5314
186574	249565
417561	417562
12214	237297
165341	492921
21507	233069
33293	9396
10417	410892
1903	6740
239501	524620
146151	160057
103437	261088
249186	288320
15732	47413
146730	259519
126311	66153
57299	82970
269888	269889
109453	121442
20707	20708
17477	175818
179880	93481
25976	274946
28646	34953
38545	4627
159665	387953
29004	301165
22370	474550
41863	81764
11263	86522
14999	438139
160	31229
18244	46330
282783	282784
133195	288301
44038	44039
37046	52331
164607	525207
151525	276830
50405	58690
10329	43544
112810	387080
119203	30235
16787	71398
198950	450344
15954	64429
12694	45049
132587	38542
161013	2438
13756	45446
1809	90589
121386	129058
10302	329525
40046	94496
264719	264720
4398	525700
258653	258654
15414	47507
71862	71863
28271	94496
10249	33093
32774	91655
145156	41252
158104	91181
182670	187482
20190	55070
25851	58690
15140	36806
100795	97623
17761	29359
64236	79395
280273	80194
7496	84312
294514	367746
38301	79525
243892	243893
64428	69862
233898	64914
10566	8024
15494	44754
40059	70277
24735	26639
249008	383840
397811	397812
4109	75521
204525	65109
475911	475912
104113	65584
125550	35961
12028	40959
40868	5671
164646	50747
249984	444115
12218	410867
134	190332
112991	329301
369467	369468
124608	61602
494126	494127
46021	57663
321674	47878
10042	36947
12252	33359
249427	372829
21839	311347
107298	5279
471383	471384
24862	463432
96120	96121
11424	56800
321856	88354
20498	492723
135024	14570
53120	8801
181800	249656
161339	174349
105945	168170
30833	432411
268598	277448
180153	180154
20827	77
14287	79487
104282	226174
218543	69094
24607	29104
6587	6588
10694	22652
43358	43359
17336	80532
310176	67303
100843	36806
403372	92241
43605	80301
13689	478706
313358	64164
183614	41798
376438	481574
3596	47818
48424	62764
204207	222835
186132	60520
100795	6802
294063	294064
144650	6866
462467	462468
392205	47949
251345	251346
178041	65693
20010	81027
175705	251080
46956	5101
535283	535284
67751	81783
178237	91640
111905	86522
252721	7343
173579	82030
23355	65637
62120	62121
24778	42739
12341	134
412601	7295
19144	60896
382739	76916
394691	92133
287188	485244
343808	73943
174530	41505
169172	23977
14966	23743
172390	81848
140327	4446
176268	5913
17181	356850
107009	24397
63544	77286
118353	12888
17051	17052
439120	439121
142978	70896
100513	75211
18052	86109
279385	356100
17727	186380
2362	60095
129972	18420
329301	497174
182576	43095
102362	102363
41716	5514
194533	534664
310674	310675
146112	403847
354240	431964
83747	9438
254282	48082
16954	50366
136729	26867
30450	7324
492668	492669
139136	342286
195098	62226
28132	44318
18194	54287
106997	118125
199652	199653
213477	213478
247298	247299
47462	89666
240163	58059
146	7918
290285	290286
157578	260023
333686	391145
229050	250815
48494	89677
55086	6995
290657	50405
176268	386552
11396	2438
18935	367746
14287	37620
677	86971
113035	79155
111905	47818
160089	25406
106451	15115
3575	60701
160244	99691
189599	189600
11588	2439
21116	264296
102496	17595
296112	296113
200187	250835
56215	66853
55083	64319
11263	398273
192326	491821
299650	299651
122339	167390
516669	516670
20988	77526
138134	35932
105410	3664
14071	24793
227403	227404
1178	76908
525993	525994
267453	422856
46902	58460
158200	75205
170676	194015
148015	335705
29665	72987
277944	60503
43898	6748
59058	59059
178956	34172
413051	48455
51266	71528
139754	450453
145914	27082
5882	61315
35364	67587
162836	17456
342095	485868
27405	6771
396726	4446
299890	9899
43784	81027
7547	7548
178157	62741
124646	91511
395896	70873
226927	46984
368387	75366
25407	67318
118915	170910
309527	309528
144983	93502
51352	66562
122252	124991
153299	153300
32422	472363
457847	457848
239695	239696
113035	26511
341311	42016
146881	146882
34451	6679
162967	162968
298684	406097
17770	17771
138227	59581
382739	5791
3441	454032
148705	18788
236631	56684
53534	8660
146	6749
150871	58494
17109	64334
21507	300073
115421	43752
10215	40752
395095	514028
4072	5792
15913	15914
145489	44318
249471	67587
38296	495742
105024	81137
60914	66626
10615	60398
20568	56022
362666	362667
177108	23987
229789	416536
26518	39443
201488	85417
27759	88908
110821	37921
281513	90138
437598	437599
60872	85566
181059	181060
51663	64674
147008	245813
455418	455419
34002	72072
14298	1961
325122	459866
30388	44704
131407	426875
143044	382042
14361	14362
354812	354813
352258	85579
35308	6995
13778	34554
10364	1841
165880	165881
147076	147077
10436	33833
350319	480939
2401	41171
174530	24491
166849	166850
10696	1541
186930	6680
109453	84697
267687	61564
319137	319138
12967	359128
192724	478953
159045	159046
135339	1473
101826	3298
21548	4265
15098	81764
17109	17110
150525	23982
150859	335425
153539	153540
120403	7861
48103	57299
25202	6729
180209	440614
130288	5617
314546	90469
30722	34953
230980	80440
167494	45314
13053	44968
18588	5987
1934	2323
10321	5715
126989	75665
24937	50315
26186	50007
5787	5788
134237	285352
108892	83408
21537	4661
19138	5514
26626	35601
18052	54267
70054	70055
45931	71186
293035	6781
10835	218593
140413	140414
376052	376053
152535	54454
130065	268627
107096	496461
138837	138838
14587	14588
1901	1902
107298	28647
18584	9474
465460	465461
16724	245056
423010	7918
247989	339489
487568	487569
142469	142470
27695	510981
31222	31223
420168	420169
33427	66410
5313	6542
168221	25196
14930	3544
402074	9177
274055	274056
295160	43843
30835	7261
69441	92882
25160	2930
60532	60533
7960	9474
22394	269979
114132	4477
193580	93966
130065	144682
127897	127898
110947	18345
271022	271023
196302	320009
107053	330293
115805	98865
55760	82300
18892	235699
533192	76908
95489	95490
203754	6448
12397	30621
4506	9172
134342	134343
256632	508539
472363	70278
111726	24570
110816	23507
190681	190682
29169	39819
179011	47194
438273	457427
120515	52884
10473	324912
11918	97538
114950	3896
127922	32422
115459	81027
139122	417059
327121	327122
279265	385834
122390	74098
44780	52459
124282	124283
269767	51787
474689	474690
462831	86970
24366	24367
231298	8083
54498	54499
256489	56022
13323	91499
285483	428444
30389	52884
24597	4862
27186	40868
306595	8885
442850	442851
158733	158734
21662	3956
176612	176613
39445	456661
10563	9900
161013	46237
27590	9522
204524	4507
30640	7339
102930	37169
18954	25984
324821	324822
34937	4475
10731	123740
168819	8505
115123	14930
111559	55493
233784	234219
111430	56613
319732	319733
360115	360116
31646	6749
497295	497296
43757	94053
100703	408547
201954	369460
4550	5123
72080	79590
158371	158372
214	46057
131231	288654
389186	389187
128341	99794
18975	43944
141280	18464
234291	234292
40956	4544
387467	80454
278111	28886
189796	372709
35678	64141
27692	71185
151260	359388
471	472
19752	259439
336566	805
15505	184154
101260	65116
6848	6849
106903	257258
194200	413718
15045	59166
10706	41365
110041	87072
356417	356418
128532	27660
28506	63182
141025	68327
94172	98588
515950	515951
396992	415178
221157	52971
50204	9736
152731	293450
51663	58059
1893	4122
114243	6423
32560	73282
10819	176250
5664	85811
117447	224005
38385	42575
112330	508539
20010	83500
127599	370509
243919	299540
118353	598
26329	510917
128808	137461
185774	71509
113035	313675
384556	481366
124549	90982
101999	11797
344315	348455
117122	19264
24734	30022
154775	85957
27841	92189
43858	9245
178157	4367
109246	45335
3667	76511
1374	385565
120403	48098
201890	201891
179962	450375
13756	55435
170004	330293
6993	9740
269389	269390
20552	382763
237724	358839
74579	74580
269837	9717
206113	69034
120892	59967
34756	34937
295282	8083
151055	269443
269120	305724
133295	41663
17575	56607
126143	95842
139548	45388
317168	31722
13677	43470
19434	29614
308166	308167
106451	35921
123394	25851
233674	9740
92645	92646
128130	20971
18936	27444
39274	454621
117096	229844
28647	96905
306595	38296
17303	76915
145012	3061
15888	6317
25231	2566
57359	7446
1348	14930
175670	9245
138910	138911
242681	410065
150202	156429
1542	7551
147498	147499
199010	86107
303267	303268
274022	436351
42008	46329
322141	359479
135487	135488
50347	50348
117913	117914
371991	454723
115123	67597
118616	22022
65295	9830
129547	402163
491356	491357
19329	423210
33360	93519
14375	79780
192371	90527
169950	85070
110821	39445
119238	75370
127254	127255
224038	96514
291349	291350
15140	29169
30640	8255
13113	6801
229684	229685
142694	142695
140327	6748
260919	28174
240601	331120
105882	79487
1904	6741
89936	98110
153860	153861
14332	14333
32093	415344
17711	63934
320739	90220
76073	76074
110520	170276
274303	297735
178040	19329
148873	28499
414061	51796
290913	290914
257393	257394
313812	327561
22757	326886
473526	473527
171713	29005
113710	113711
123387	145
148775	318581
197260	362517
14930	275782
296470	302616
28735	61344
298995	65401
49876	71145
37192	7619
138024	171391
105997	143461
11203	150243
238460	240124
66854	9874
3857	83234
154358	435832
102417	171286
69883	87042
10161	45456
303859	303860
106490	529074
229140	411142
48936	58427
240163	98263
2323	24735
21920	407394
205358	4370
277944	29357
25485	49439
4586	81423
174793	174794
238060	238061
231447	231448
64674	98452
237836	237837
138229	3938
104567	6740
11476	4446
111301	19199
382432	382433
107009	12726
170676	66448
23367	74023
163332	38198
189931	279325
42899	74452
171972	33566
112586	11521
38358	93481
110842	395284
462465	462466
175543	5009
409588	409589
135457	258597
507627	507628
401172	401173
118328	34127
456791	456792
29664	49638
397227	6782
44609	97567
127016	3829
204390	219188
103715	111622
31410	45543
122235	244469
43413	89546
301011	83262
10615	95355
17159	84705
55048	55049
117370	207124
6994	81975
29104	47949
351265	7974
253369	280254
102042	48103
106634	160071
190742	190743
200163	6748
1286	31645
76823	97497
339357	449086
127016	32924
3062	48102
233069	51586
138441	285963
105306	45213
50766	55350
1398	259971
142749	211226
10796	204524
125453	226568
164840	88602
266184	266185
300043	300044
64864	76210
109791	1772
27636	322141
327594	3857
21920	92145
17135	254281
28277	64069
114493	114494
75917	9171
132113	2656
85735	86570
324407	99197
15505	44282
29105	330073
65116	88319
44317	66410
41275	77799
351680	351681
261111	261112
10859	19138
329244	3441
170600	170601
8720	8721
148917	74023
10364	51266
187749	286599
28133	5359
20941	55578
33532	56187
321308	62201
478277	54770
178587	367877
64362	80454
135284	46902
224565	66054
11796	46919
10322	7445
35359	60277
474913	474914
1348	15309
331067	95745
113599	125112
408626	44487
142972	142973
13049	299890
355926	67213
168740	598
31472	86940
433612	433613
147601	370381
428444	6930
19980	45090
81694	81695
189245	87797
361687	55083
405741	405742
391365	391366
490290	490291
24300	24301
11174	392205
268750	268751
25853	6804
172437	351014
181339	8981
385454	471391
23977	73487
5337	62339
30706	366548
115459	305640
12426	17531
33430	35033
2323	8885
27082	407036
489081	489082
1309	66619
141542	300010
29063	3065
167152	51475
119394	6613
217847	217848
245744	245745
18892	6930
299053	70521
50258	93397
20398	96826
163503	171797
86204	86205
216254	89260
188264	73323
1313	72741
338043	88700
57405	5908
21839	50766
177216	177217
118136	3903
2880	421524
225590	225591
179995	353144
145466	46991
217296	217297
12492	237638
121509	517514
232653	232654
13650	380676
5279	66153
118352	40354
20826	77
296936	349370
44226	44227
63340	63341
174076	49810
356889	402016
221536	5088
52026	69809
309699	309700
15140	33361
4052	6802
15414	253369
10796	30554
343976	69108
37620	65294
36296	62336
22508	62741
417908	417909
21153	23753
150015	47950
162009	219336
34937	37759
275328	375118
240252	43471
106939	60187
234961	387109
11392	233784
11175	537464
451125	451126
254032	55793
2656	327321
330191	9873
211398	80891
451575	451576
11373	254281
28305	37893
33430	6613
122428	62735
207815	267234
103452	89196
40259	73282
27723	448947
240469	40724
29993	66465
57415	57416
188205	260263
104022	194830
71089	94884
1348	62742
13778	74097
13817	5433
176737	176738
14927	83500
167019	80764
234181	409502
102851	176338
226672	79562
178041	3939
141128	235390
15235	179156
5215	56778
230022	85230
306755	306756
325356	52749
12252	2985
2656	61254
197017	60557
184461	453490
195196	462634
10562	20010
105656	245109
24734	30021
18172	49438
20889	20890
273478	273479
104876	39987
417234	429559
310176	66256
37653	598
20399	213898
38264	38265
181158	64533
134801	92789
29359	67403
42518	461589
135677	53131
10249	12241
471942	493856
459640	459641
334398	334399
16490	6748
190003	58919
1717	8083
18917	33361
156371	36057
415501	511
208224	208225
299906	299907
107009	87792
54444	9006
288434	370455
533850	533851
185953	96762
90864	90865
125452	405943
50493	50494
110821	16490
251434	49395
393189	470754
19500	35931
1977	30047
107298	28646
347145	50226
113162	52948
139755	74655
408110	8353
1977	23975
146988	4549
3507	49732
508919	508920
334983	334984
18818	197508
253622	359479
11605	17051
3939	456661
497787	497788
255840	84205
138287	27636
26187	66488
70187	7551
70562	77769
156471	175670
49460	58058
393589	56842
226568	391176
13399	249459
38542	470693
158040	25185
179590	456245
28918	68654
230076	50719
38069	500698
79296	79297
4039	42016
3507	5877
107407	107408
42047	8554
104378	248256
186271	186272
197839	63276
449989	449990
136872	136873
254466	497628
285352	47818
145902	188263
47977	9189
12063	1270
168328	227689
53764	94668
345782	460160
385284	385285
393991	393992
333006	80454
373535	387467
76784	76785
109328	1249
47808	93414
185480	25273
118915	420304
44318	60263
361597	361598
185616	53170
15221	15222
81836	87685
19670	95885
23357	248802
26639	9007
240252	58077
112330	138287
292190	292191
39229	99421
104567	96423
35613	39091
26650	88874
83235	83236
450052	76578
28736	72921
475700	475701
133426	42237
103493	38892
127208	291778
134169	95193
161652	69248
27342	43363
10249	12303
271679	360784
471333	471334
15832	95818
360312	360313
106673	77412
262386	65657
27082	74656
111726	165744
176811	315974
49223	76441
10523	18419
20204	47724
408862	408863
135291	135292
50902	94183
3794	7445
472920	52883
210313	246266
103452	197387
114669	4039
285352	74656
12792	18328
510540	510541
102345	2607
31172	55937
186075	186076
134892	142912
117940	76930
274893	57980
31620	48870
130929	130930
66516	66517
240601	27359
174661	274332
131312	43649
10437	6312
17303	5791
3781	57995
2480	2481
31646	343976
344315	64428
117171	79762
235634	51425
39091	52026
300509	312898
68940	68941
5057	84697
151582	531901
460904	460905
175017	95595
24717	356383
175335	25852
161720	38115
10329	4506
426105	55774
265714	90928
258239	47969
115123	1376
203980	9753
254282	86522
16346	81027
27460	46919
14696	74655
178171	227689
11070	11357
30545	30765
8801	91414
23697	93481
294514	367745
113962	113963
1928	263762
105882	37620
218088	32080
17965	361687
236194	258391
6103	84853
139332	527341
510893	510894
18419	62335
45232	45233
19931	26187
139755	19500
10329	37175
7335	97604
33833	56331
1376	1809
12140	5987
180401	31974
14976	225693
111431	247322
121221	70760
26234	63934
149197	283606
200044	52969
433445	54537
41531	41532
39044	39045
100806	38362
131853	208607
165417	69627
84397	98477
308542	421674
314961	333529
189816	34884
228883	34343
5632	5633
15596	18420
347565	97538
69108	7918
2508	6274
162836	19500
125684	168254
337915	341172
59636	59637
117718	435854
4044	74655
178171	272740
17135	20607
155287	88909
157839	335646
18244	412437
22971	84272
135486	51410
178234	50277
245479	79702
71418	71419
48454	48455
32068	32069
18355	2264
102536	276725
3795	4044
24330	99696
217305	431667
150608	57706
443813	517543
188954	36518
63316	85451
47584	56950
177504	251945
161013	97623
212424	212425
304867	47977
14926	80301
8217	90575
201957	80670
286449	286450
124239	35230
255748	282183
11092	30554
240731	52056
2322	40752
176268	63168
53675	9418
367899	367900
332791	332792
28601	88500
136877	211269
7343	92857
55843	642
281882	61971
159	168740
33325	97500
160	5279
130847	13789
